Price,Year,Kilometer,Engine,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Max Power_bhp,Max Power_rpm,Max Torque_Nm,Max Torque_rpm,Owner,Petrol,Manual,AWD,FWD,RWD
-0.6737190336733606,-0.7724013985487139,0.8614934022931992,-0.3809564242979679,-0.24880877655767114,-0.16400769277644087,-0.08769931347039167,-0.29691236102139734,-0.2570134587022009,-0.823990482970651,-1.1211728924132724,0.28237688358937396,-0.8795969153622577,1.8836734222191551,-1.2694990771862515,0.5557497718018505,-0.13804441800743955,0.3022429917214024,-0.26367367999823094
-1.378763850864368,-1.8132895232329942,0.5509803885247423,-0.5374187674400306,-1.495058626872049,-1.2817443051562356,-0.13155678097451073,-0.29691236102139734,-1.0713555783547617,-0.6409430640008692,0.779564799486979,-0.7656960291702708,0.7567472480287774,-0.4485925680257307,0.7877122701155672,0.5557497718018505,-0.13804441800743955,0.3022429917214024,-0.26367367999823094
0.39610984110777675,0.9624121425917533,-0.5940363497464421,-0.5374187674400306,-0.24880877655767114,0.3948606134134565,-0.4824165210074632,-0.29691236102139734,-0.8386864013111729,-0.5311146126190002,0.779564799486979,-0.7522591969554037,0.9203816643678808,-0.4485925680257307,0.7877122701155672,0.5557497718018505,-0.13804441800743955,0.3022429917214024,-0.26367367999823094
0.015998722274364066,0.26848672613556646,0.7960915987682179,0.002529710854146543,1.255809945163346,0.2272001215564873,-0.7017038585280585,-0.29691236102139734,-0.14067887018040648,-0.20162925847339289,0.779564799486979,-0.5238330493026605,0.7567472480287774,-0.4485925680257307,0.7877122701155672,0.5557497718018505,-0.13804441800743955,0.3022429917214024,-0.26367367999823094
2.2077684800638,0.26848672613556646,0.12402499459311418,1.3063825703713356,1.8029440257891702,1.1660988759555149,-0.7806473000354728,-0.29691236102139734,0.6736632494721544,2.9467863478068543,-0.07576716186813413,1.0885868164814085,-1.4932259766338958,-0.4485925680257307,0.7877122701155672,-1.799370959267878,-0.13804441800743955,0.3022429917214024,-0.26367367999823094
-0.29054250259129133,-0.4254386903206204,1.2496346695037701,0.2725039500012351,0.7725081739438677,1.2555178049458986,0.9297939326251705,-0.29691236102139734,0.6736632494721544,-0.45789564503108743,-1.358765103900804,0.41674520573804635,-0.9614141235318094,-0.4485925680257307,-1.2694990771862515,0.5557497718018505,-0.13804441800743955,0.3022429917214024,-0.26367367999823094
-0.24149590661278647,0.26848672613556646,-1.2623767977563245,-0.5374187674400306,-0.27920511437021694,0.2719095860516791,-0.5262739885115822,-0.29691236102139734,0.09199030686318234,-0.5311146126190002,0.779564799486979,-0.7253855325256692,0.7567472480287774,-0.4485925680257307,0.7877122701155672,0.5557497718018505,-0.13804441800743955,0.3022429917214024,-0.26367367999823094
-0.6430679765990437,0.61544943436366,-1.1746568713667354,-1.14486080552098,-1.2093330514341183,-1.4605821631370028,-0.7631043130338252,-0.29691236102139734,-1.8856976980073226,-1.0802568695283457,0.3043803765119162,-1.047869505682483,0.9612902684526567,-0.4485925680257307,0.7877122701155672,0.5557497718018505,-0.13804441800743955,0.3022429917214024,-0.26367367999823094
1.2421636217369856,0.9624121425917533,-0.8590592069978201,0.27557183908245203,1.255809945163346,0.2272001215564873,-0.7017038585280585,-0.29691236102139734,-0.14067887018040648,0.23768454705408348,0.779564799486979,-0.4163383915837226,1.0840160807069843,-0.4485925680257307,0.7877122701155672,-1.799370959267878,-0.13804441800743955,0.3022429917214024,-0.26367367999823094
0.843656963999385,0.26848672613556646,-0.44200141538006155,-0.5374187674400306,-0.32175998730778105,-0.3093134523858142,-0.8420477545412395,-0.29691236102139734,0.09199030686318234,0.23768454705408348,-0.1708040464631467,0.08082440036636535,-1.2886829562100164,-0.4485925680257307,0.7877122701155672,-1.799370959267878,-0.13804441800743955,0.3022429917214024,-0.26367367999823094
